waterpoint_id,district,source_type,power_source,management,age_years,depth_m,static_water_level_m,gw_trend_m_per_year,rainfall_mm_12mo,households_served,population_served,duty_cycle,water_tds_ppm,iron_ppm,chloride_ppm,distance_to_workshop_km,road_access_score,days_since_service,has_tariff,caretaker_trained,failures_past_24mo,mean_repair_delay_days,uptime_pct_12mo,handle_effort_index,season_month,failure_next_90d
WP-010205,Ajmer,submersible_borewell,solar_pv,village_water_committee,18.9,97.7,47.0,0.59,359.0,14,80,0.155,807.0,0.11,269.0,10.5,5.9,117,1,0,6,0.5,81.7,9.79,1,0
WP-010206,Barmer,submersible_borewell,grid_electric,gram_panchayat,10.2,51.7,30.8,1.51,281.0,29,136,0.292,2317.0,0.46,700.0,22.0,4.6,138,1,1,1,7.0,91.3,8.42,6,0
WP-010207,Udaipur,spring_box,gravity,unmanaged,2.9,4.9,1.1,0.7,468.0,13,61,0.245,823.0,0.45,306.0,4.5,6.6,38,0,0,1,0.5,99.2,,12,0
WP-010208,Pali,handpump_india_mk2,handpump,unmanaged,7.9,83.7,55.8,1.39,544.0,25,113,0.55,1332.0,0.6,384.0,11.8,6.8,381,0,0,2,8.4,89.7,9.61,3,0
WP-010209,Ajmer,submersible_borewell,grid_electric,unmanaged,14.8,68.8,19.0,0.89,409.0,35,160,0.288,1124.0,1.24,244.0,12.5,5.7,460,0,0,1,8.5,92.3,6.08,1,0
WP-010210,Bhilwara,handpump_india_mk2,handpump,private_operator,3.6,69.1,26.5,1.09,594.0,13,71,0.258,961.0,0.64,292.0,33.2,6.4,84,1,0,1,5.5,90.5,4.59,6,0
WP-010211,Bikaner,submersible_borewell,grid_electric,village_water_committee,3.7,100.9,42.2,1.25,319.0,16,73,0.073,1555.0,0.47,560.0,25.6,8.6,344,1,1,0,0.5,96.4,6.53,2,0
WP-010212,Churu,submersible_borewell,solar_pv,village_water_committee,9.7,75.3,24.8,1.33,320.0,42,205,0.31,2248.0,0.73,736.0,21.4,3.2,115,1,0,1,6.8,93.1,7.0,8,0
WP-010213,Udaipur,handpump_india_mk2,handpump,gram_panchayat,10.3,50.1,20.0,0.6,558.0,24,144,0.572,1633.0,1.26,330.0,14.0,7.4,321,0,0,5,0.5,75.2,7.65,1,0
WP-010214,Jaisalmer,handpump_india_mk2,handpump,village_water_committee,9.4,91.5,69.8,1.26,256.0,24,123,0.51,1931.0,1.22,415.0,27.5,5.3,46,1,1,2,0.5,86.5,9.46,4,1
WP-010215,Bhilwara,submersible_borewell,solar_pv,gram_panchayat,15.9,72.3,46.5,1.15,419.0,65,338,0.603,1206.0,0.45,405.0,21.4,3.9,138,0,0,4,5.0,83.8,7.95,12,1
WP-010216,Jodhpur,submersible_borewell,grid_electric,gram_panchayat,6.9,93.2,26.3,1.07,457.0,13,69,0.137,1784.0,0.57,762.0,19.2,3.8,37,0,0,0,4.3,100.0,5.98,12,0
WP-010217,Jhunjhunu,submersible_borewell,solar_pv,unmanaged,4.8,56.6,40.3,0.32,231.0,12,68,0.17,1902.0,0.22,417.0,10.0,6.2,106,0,0,1,4.5,92.4,6.78,5,0
WP-010218,Jhunjhunu,handpump_mk3,handpump,gram_panchayat,12.4,72.4,41.3,0.98,607.0,34,174,0.863,321.0,1.1,131.0,7.7,5.4,319,1,1,2,0.5,93.1,6.94,9,0
WP-010219,Ajmer,submersible_borewell,solar_pv,gram_panchayat,24.5,57.8,24.1,1.21,278.0,106,418,0.648,1033.0,,329.0,22.5,6.9,168,1,1,8,3.5,75.3,5.84,6,1
WP-010220,Udaipur,submersible_borewell,grid_electric,private_operator,5.0,41.1,17.1,0.59,673.0,40,213,0.238,606.0,0.51,252.0,10.8,9.4,324,1,1,0,0.5,97.0,6.13,11,0
WP-010221,Nagaur,handpump_india_mk2,handpump,gram_panchayat,11.3,74.6,36.5,0.99,580.0,27,133,0.675,904.0,,337.0,39.5,6.1,40,1,1,1,15.0,95.4,,9,0
WP-010222,Bikaner,submersible_borewell,grid_electric,village_water_committee,17.2,73.0,30.8,0.96,482.0,33,218,0.359,1766.0,0.76,508.0,15.5,8.7,200,1,1,3,0.5,84.6,7.37,2,0
WP-010223,Churu,submersible_borewell,solar_pv,gram_panchayat,8.8,55.1,40.8,0.82,60.0,21,94,0.144,1901.0,1.67,378.0,19.1,4.6,59,0,0,0,2.3,91.9,5.44,5,0
WP-010224,Pali,piped_standpost,grid_electric,gram_panchayat,3.0,76.0,22.0,0.58,395.0,59,342,0.557,1443.0,0.71,611.0,7.1,4.8,15,0,0,0,0.5,91.2,4.9,12,0
WP-010225,Bhilwara,handpump_mk3,handpump,village_water_committee,8.9,79.8,34.9,0.63,472.0,16,83,0.227,868.0,0.53,281.0,27.4,4.7,63,0,0,0,5.1,91.4,7.19,11,0
WP-010226,Bhilwara,handpump_mk3,handpump,gram_panchayat,9.9,59.9,36.3,0.24,679.0,23,162,0.41,1542.0,0.9,584.0,20.3,6.0,160,0,0,4,9.5,82.9,6.08,2,1
WP-010227,Nagaur,spring_box,gravity,unmanaged,5.9,7.6,3.6,0.32,150.0,74,427,3.125,869.0,0.7,296.0,6.1,4.5,213,0,0,4,0.5,83.9,8.4,8,1
WP-010228,Banswara,piped_standpost,solar_pv,village_water_committee,5.8,65.5,20.5,0.49,558.0,30,196,0.174,796.0,0.23,160.0,36.2,5.8,70,0,0,0,24.8,97.4,5.39,3,0
WP-010229,Barmer,handpump_india_mk2,handpump,gram_panchayat,2.4,79.9,41.3,1.45,111.0,45,158,0.501,1399.0,1.29,317.0,31.6,5.4,70,1,1,0,5.8,93.1,6.07,9,0
WP-010230,Jaisalmer,piped_standpost,solar_pv,village_water_committee,4.2,83.5,69.4,0.7,238.0,15,79,0.094,1474.0,0.82,440.0,18.3,5.1,45,1,0,1,2.2,87.8,8.05,3,0
WP-010231,Barmer,handpump_india_mk2,handpump,gram_panchayat,4.6,70.8,44.9,1.94,163.0,18,88,0.437,2373.0,0.62,440.0,4.7,6.7,164,1,0,1,7.4,90.4,7.12,10,0
WP-010232,Banswara,piped_standpost,solar_pv,unmanaged,3.7,56.9,15.0,0.82,585.0,28,165,0.397,988.0,0.56,263.0,26.3,5.7,348,0,0,1,0.5,89.9,4.66,5,0
WP-010233,Bikaner,handpump_india_mk2,handpump,village_water_committee,6.7,99.0,69.3,1.21,209.0,31,175,0.789,1674.0,2.09,491.0,43.7,6.3,323,0,0,2,11.9,81.3,7.44,10,0
WP-010234,Pali,handpump_mk3,handpump,unmanaged,13.6,74.5,19.5,1.4,200.0,23,133,0.514,2239.0,0.75,404.0,17.4,1.8,946,0,0,5,5.3,81.3,6.18,10,1
WP-010235,Bhilwara,spring_box,gravity,unmanaged,4.5,8.9,2.8,0.57,596.0,11,59,0.449,1409.0,1.51,458.0,14.2,3.6,126,0,0,0,0.5,96.1,4.61,5,0
WP-010236,Bhilwara,handpump_india_mk2,handpump,village_water_committee,18.1,63.4,31.5,0.72,207.0,35,212,0.735,1294.0,1.97,468.0,14.6,7.3,80,1,1,3,0.5,87.0,8.31,5,0
WP-010237,Banswara,piped_standpost,solar_pv,private_operator,9.6,64.1,15.3,-0.02,582.0,30,162,0.299,535.0,0.18,232.0,17.5,5.9,83,1,0,0,3.1,99.8,6.55,9,0
WP-010238,Barmer,handpump_mk3,handpump,unmanaged,29.6,103.1,32.2,1.22,193.0,53,263,1.308,1723.0,0.84,683.0,38.1,5.1,327,0,0,9,4.6,63.9,10.0,7,1
WP-010239,Nagaur,handpump_india_mk2,handpump,unmanaged,11.4,90.2,52.7,1.19,414.0,9,49,0.19,1909.0,1.11,445.0,14.5,5.8,157,0,0,2,0.5,93.0,8.21,1,1
WP-010240,Jhunjhunu,spring_box,gravity,gram_panchayat,2.0,6.7,4.8,0.76,680.0,14,87,0.506,1896.0,0.47,558.0,11.2,5.3,55,0,0,0,0.5,96.9,2.04,11,0
WP-010241,Ajmer,submersible_borewell,solar_pv,village_water_committee,16.1,85.8,25.1,0.68,206.0,18,103,0.176,1607.0,1.47,701.0,44.1,1.9,20,0,0,3,17.0,83.3,7.26,5,0
WP-010242,Pali,piped_standpost,solar_pv,village_water_committee,1.3,58.8,42.7,0.47,307.0,7,39,0.055,1810.0,1.32,713.0,32.3,4.9,109,0,0,0,7.0,96.1,5.94,3,0
WP-010243,Jhunjhunu,piped_standpost,grid_electric,village_water_committee,1.7,63.6,30.9,1.37,369.0,38,219,0.338,1238.0,0.86,232.0,14.4,6.2,145,0,0,0,7.2,90.3,6.45,7,0
WP-010244,Jodhpur,handpump_india_mk2,handpump,gram_panchayat,13.6,69.9,48.7,0.42,206.0,19,105,0.518,1377.0,,383.0,34.4,4.5,322,0,0,4,10.4,76.9,6.92,12,1
WP-010245,Jaisalmer,handpump_india_mk2,handpump,gram_panchayat,22.6,89.9,57.8,1.81,301.0,19,96,0.507,1874.0,0.09,446.0,12.3,5.8,37,0,0,3,0.5,88.6,9.74,8,1
WP-010246,Churu,handpump_india_mk2,handpump,gram_panchayat,22.7,107.1,50.4,0.75,309.0,28,153,0.449,1533.0,0.34,293.0,10.7,5.0,62,1,1,2,2.9,88.3,6.94,10,0
WP-010247,Jodhpur,submersible_borewell,solar_pv,private_operator,9.0,72.6,24.8,0.47,208.0,13,49,0.077,1301.0,1.53,510.0,4.4,9.8,189,1,1,2,0.5,82.4,5.43,9,0
WP-010248,Jhunjhunu,handpump_india_mk2,handpump,village_water_committee,5.8,61.3,33.6,0.78,265.0,21,77,0.301,1663.0,0.37,332.0,24.0,5.4,68,0,0,1,5.4,88.9,7.34,10,0
WP-010249,Bhilwara,handpump_mk3,handpump,unmanaged,6.8,37.2,24.1,0.64,201.0,48,282,1.683,873.0,1.11,206.0,10.8,5.4,339,0,1,3,0.5,85.1,,9,0
WP-010250,Jhunjhunu,piped_standpost,grid_electric,village_water_committee,6.9,83.3,32.6,0.89,479.0,9,41,0.065,1915.0,1.33,542.0,39.1,4.8,66,1,1,2,16.1,91.7,5.65,7,0
WP-010251,Jhunjhunu,handpump_india_mk2,handpump,village_water_committee,7.8,72.5,33.4,0.62,315.0,16,73,0.324,1722.0,1.12,641.0,49.8,6.6,169,1,0,1,7.2,89.7,5.66,8,0
WP-010252,Barmer,submersible_borewell,solar_pv,private_operator,4.1,115.6,64.2,1.71,477.0,35,193,0.404,1711.0,0.57,323.0,42.2,7.4,71,1,0,3,5.7,93.6,8.82,11,0
WP-010253,Pali,handpump_mk3,handpump,village_water_committee,7.5,96.6,29.5,1.09,550.0,84,444,1.517,768.0,1.44,295.0,41.7,2.6,149,0,1,2,19.1,87.5,8.55,8,0
WP-010254,Churu,handpump_india_mk2,handpump,village_water_committee,5.1,65.6,18.5,1.05,275.0,47,260,1.224,2553.0,0.4,1047.0,27.4,6.6,266,1,0,2,0.5,82.6,4.14,11,0
WP-010255,Jaisalmer,handpump_india_mk2,handpump,unmanaged,3.7,95.0,77.1,1.13,193.0,29,135,0.553,1814.0,1.13,682.0,9.0,8.1,164,0,1,3,6.2,79.8,8.73,10,0
WP-010256,Bikaner,handpump_india_mk2,handpump,unmanaged,18.4,110.7,74.4,2.0,143.0,79,449,2.948,1736.0,1.53,683.0,30.1,6.2,323,0,1,12,13.5,52.9,10.0,6,1
WP-010257,Bhilwara,submersible_borewell,solar_pv,private_operator,10.2,52.5,34.7,0.61,446.0,16,80,0.102,601.0,0.22,184.0,21.4,5.3,115,1,1,1,8.3,98.0,5.93,7,0
WP-010258,Banswara,handpump_india_mk2,handpump,village_water_committee,10.1,68.4,38.4,0.48,502.0,53,330,1.536,776.0,0.22,164.0,13.0,5.9,72,1,0,1,10.2,96.7,6.89,3,0
WP-010259,Jhunjhunu,piped_standpost,solar_pv,village_water_committee,7.9,33.1,22.5,0.71,387.0,39,196,0.306,1236.0,0.91,376.0,15.1,6.4,188,1,1,2,1.8,93.0,6.35,9,0
WP-010260,Banswara,piped_standpost,grid_electric,village_water_committee,4.1,51.7,14.1,0.92,667.0,50,284,0.446,1197.0,0.32,420.0,17.9,4.9,68,1,1,0,1.4,89.2,3.35,4,0
WP-010261,Bikaner,handpump_india_mk2,handpump,village_water_committee,7.4,80.3,46.5,1.16,510.0,101,488,2.901,898.0,3.25,236.0,17.3,5.5,151,0,1,4,0.5,78.0,10.0,6,1
WP-010262,Jodhpur,piped_standpost,grid_electric,unmanaged,22.2,101.5,48.9,0.73,215.0,18,121,0.22,1289.0,0.86,483.0,17.3,7.7,449,0,1,2,0.5,94.6,10.0,2,1
WP-010263,Banswara,spring_box,gravity,village_water_committee,10.3,5.6,2.5,0.69,353.0,23,121,0.726,1056.0,0.37,452.0,8.3,9.9,60,0,0,4,0.5,80.4,5.1,7,0
WP-010264,Bikaner,handpump_india_mk2,handpump,private_operator,6.6,103.4,75.0,1.36,215.0,26,144,0.767,1183.0,2.76,334.0,24.2,6.1,102,1,1,0,0.5,97.6,10.0,10,0
WP-010265,Pali,spring_box,gravity,village_water_committee,9.3,2.3,1.7,0.65,396.0,57,341,2.044,1667.0,1.62,627.0,18.2,7.1,117,1,1,6,0.5,75.0,6.85,11,0
WP-010266,Bikaner,handpump_india_mk2,handpump,gram_panchayat,5.7,78.2,25.7,1.33,324.0,11,57,0.182,1702.0,0.32,695.0,10.8,7.6,161,0,1,0,0.5,93.3,6.0,4,0
WP-010267,Jodhpur,submersible_borewell,solar_pv,village_water_committee,5.5,98.7,64.1,1.77,445.0,56,392,0.663,1433.0,1.96,419.0,23.0,3.6,109,0,0,2,0.5,88.2,7.98,7,0
WP-010268,Churu,handpump_india_mk2,handpump,village_water_committee,14.0,92.1,61.5,1.55,124.0,7,42,0.312,1358.0,0.82,437.0,1.6,8.2,66,1,1,0,0.5,94.0,8.55,11,0
WP-010269,Nagaur,piped_standpost,solar_pv,village_water_committee,7.9,57.5,38.6,1.39,364.0,36,159,0.296,1450.0,0.15,521.0,9.8,7.0,229,1,1,1,0.5,89.2,7.11,1,0
WP-010270,Udaipur,piped_standpost,solar_pv,unmanaged,10.6,63.9,20.2,0.62,783.0,14,79,0.099,957.0,0.22,263.0,24.0,3.8,546,0,0,3,14.0,83.8,5.25,8,0
WP-010271,Banswara,spring_box,gravity,gram_panchayat,7.6,2.1,1.0,0.55,607.0,23,134,0.479,1755.0,0.47,675.0,22.8,6.5,200,1,1,2,10.6,84.3,6.12,8,0
WP-010272,Jhunjhunu,spring_box,gravity,gram_panchayat,12.0,2.9,1.2,1.24,251.0,21,123,0.588,1723.0,0.34,490.0,11.7,3.7,130,1,1,3,0.5,95.1,3.57,1,0
WP-010273,Jhunjhunu,handpump_india_mk2,handpump,village_water_committee,5.4,77.0,34.3,0.25,195.0,32,148,0.548,1694.0,1.65,679.0,10.0,6.5,97,1,1,1,0.5,98.5,5.69,9,0
WP-010274,Barmer,submersible_borewell,solar_pv,private_operator,6.1,109.4,80.5,1.13,208.0,31,161,0.265,1214.0,,346.0,14.5,7.8,33,1,0,0,0.5,,7.52,12,0
WP-010275,Bikaner,handpump_india_mk2,handpump,gram_panchayat,20.9,105.5,87.0,0.89,458.0,65,394,2.436,2143.0,,620.0,6.0,7.5,115,1,1,11,0.5,58.8,10.0,12,1
WP-010276,Barmer,handpump_india_mk2,handpump,gram_panchayat,1.7,80.7,62.4,0.97,217.0,13,65,0.247,1781.0,1.13,749.0,15.1,4.8,163,1,1,1,8.7,94.0,7.06,4,1
WP-010277,Udaipur,handpump_india_mk2,handpump,gram_panchayat,11.8,47.3,14.8,0.69,438.0,29,137,0.576,842.0,0.22,348.0,10.4,7.0,316,1,0,1,0.5,95.6,5.23,5,0
WP-010278,Bikaner,spring_box,gravity,unmanaged,8.4,5.1,2.7,1.32,102.0,32,152,1.058,1864.0,0.16,791.0,11.4,7.3,113,0,1,3,4.5,89.7,4.83,4,0
WP-010279,Nagaur,submersible_borewell,grid_electric,unmanaged,6.3,98.7,67.6,0.72,590.0,22,107,0.162,2350.0,0.28,486.0,39.9,3.5,14,0,0,2,17.8,87.8,7.58,12,1
WP-010280,Udaipur,handpump_india_mk2,handpump,unmanaged,4.2,49.1,18.6,-0.0,266.0,29,117,0.634,967.0,0.71,318.0,6.5,7.3,575,0,0,1,0.5,,5.47,1,0
WP-010281,Ajmer,spring_box,gravity,gram_panchayat,15.6,8.0,2.3,1.12,391.0,24,113,0.614,566.0,0.86,123.0,9.5,7.1,144,1,0,2,0.5,96.8,6.13,9,0
WP-010282,Pali,piped_standpost,solar_pv,village_water_committee,22.5,88.6,42.6,0.97,239.0,73,411,0.617,1847.0,0.73,570.0,32.0,2.5,261,1,1,7,13.3,71.1,7.15,2,0
WP-010283,Barmer,handpump_india_mk2,handpump,village_water_committee,6.0,94.0,65.6,1.11,211.0,45,276,1.27,1670.0,0.23,505.0,21.8,4.9,66,1,0,4,0.5,84.9,10.0,7,1
WP-010284,Jhunjhunu,handpump_mk3,handpump,village_water_committee,11.1,100.6,62.6,0.52,383.0,39,198,0.918,974.0,1.74,204.0,32.3,4.9,144,0,0,2,8.8,85.3,10.0,12,1
WP-010285,Jhunjhunu,submersible_borewell,grid_electric,village_water_committee,10.8,64.2,39.1,0.96,508.0,113,617,0.66,707.0,0.68,129.0,6.6,5.0,221,1,0,3,5.2,80.4,9.1,11,0
WP-010286,Jodhpur,submersible_borewell,solar_pv,gram_panchayat,11.4,93.1,35.8,0.76,109.0,25,133,0.21,1374.0,1.93,256.0,17.3,4.8,96,0,0,3,0.5,82.8,8.0,3,1
WP-010287,Ajmer,handpump_mk3,handpump,gram_panchayat,2.8,73.4,35.0,0.58,441.0,45,233,1.178,1281.0,0.29,409.0,25.1,5.2,176,1,1,1,0.5,,6.33,1,0
WP-010288,Banswara,submersible_borewell,solar_pv,gram_panchayat,14.6,54.6,14.3,0.82,340.0,18,82,0.115,501.0,0.46,99.0,5.1,6.8,90,0,0,4,0.5,85.5,5.52,10,0
WP-010289,Jodhpur,handpump_india_mk2,handpump,gram_panchayat,2.1,50.3,16.5,1.23,77.0,27,120,0.609,1144.0,2.27,332.0,35.4,7.2,206,0,1,2,20.1,91.6,4.15,4,0
WP-010290,Jodhpur,submersible_borewell,grid_electric,unmanaged,10.7,80.1,57.3,1.19,261.0,23,143,0.265,1439.0,0.65,477.0,6.9,8.2,288,0,0,1,0.5,83.5,,9,0
WP-010291,Jodhpur,handpump_mk3,handpump,village_water_committee,16.6,56.6,23.3,1.39,361.0,29,153,0.744,1606.0,0.35,352.0,26.1,8.5,131,1,0,3,0.5,78.2,7.44,2,0
WP-010292,Udaipur,handpump_india_mk2,handpump,village_water_committee,5.2,47.5,23.7,0.19,632.0,45,262,1.086,957.0,2.54,265.0,40.8,4.3,56,1,1,0,14.4,88.4,7.75,5,0
WP-010293,Barmer,handpump_india_mk2,handpump,gram_panchayat,8.3,91.9,65.1,1.49,299.0,27,145,0.485,1920.0,3.05,552.0,20.2,10.0,554,1,0,1,0.5,92.5,8.14,11,1
WP-010294,Udaipur,submersible_borewell,solar_pv,gram_panchayat,12.2,92.3,27.5,0.87,533.0,34,213,0.384,1246.0,0.57,229.0,22.6,7.7,106,1,1,4,0.5,87.4,6.75,2,0
WP-010295,Bhilwara,handpump_mk3,handpump,gram_panchayat,6.2,76.2,19.0,1.11,508.0,19,84,0.451,1272.0,0.7,392.0,15.9,5.9,179,0,0,0,0.5,88.6,5.0,9,0
WP-010296,Churu,handpump_mk3,handpump,unmanaged,3.9,66.8,29.7,1.15,257.0,13,67,0.437,1659.0,2.5,562.0,29.5,3.8,330,0,0,4,8.6,79.3,7.55,12,1
WP-010297,Pali,handpump_india_mk2,handpump,village_water_committee,11.3,77.2,38.0,0.9,267.0,25,126,0.382,1191.0,0.08,446.0,13.7,7.1,145,0,0,2,0.5,91.8,6.83,4,0
WP-010298,Udaipur,spring_box,gravity,gram_panchayat,3.3,5.9,2.1,0.77,424.0,17,81,0.627,1233.0,0.43,245.0,9.2,4.8,223,0,0,2,0.5,84.9,5.2,4,0
WP-010299,Bhilwara,handpump_india_mk2,handpump,unmanaged,1.4,65.7,23.9,1.09,437.0,53,199,1.15,1288.0,0.28,536.0,6.0,7.1,245,0,0,2,0.5,87.4,,7,0
WP-010300,Jodhpur,handpump_mk3,handpump,gram_panchayat,8.0,84.7,24.5,1.05,201.0,33,178,0.862,1566.0,0.22,683.0,24.5,8.6,49,1,1,1,0.5,,7.14,4,0
WP-010301,Barmer,handpump_india_mk2,handpump,gram_panchayat,6.3,84.2,51.4,1.49,449.0,23,131,0.751,1429.0,1.07,300.0,25.1,6.1,390,0,1,2,11.4,93.1,9.56,8,0
WP-010302,Pali,submersible_borewell,solar_pv,village_water_committee,11.4,79.7,38.0,-0.23,304.0,31,198,0.324,545.0,0.46,227.0,12.8,6.5,45,1,0,1,0.5,,,5,0
WP-010303,Jaisalmer,handpump_mk3,handpump,gram_panchayat,8.4,100.2,80.9,0.64,60.0,27,137,0.657,1559.0,2.52,346.0,23.8,5.9,138,0,0,2,4.1,81.6,10.0,10,0
WP-010304,Jaisalmer,handpump_mk3,handpump,village_water_committee,24.8,106.9,40.2,1.58,300.0,13,59,0.209,1704.0,0.32,655.0,26.0,6.2,84,1,0,2,1.5,81.3,9.42,11,1
WP-010305,Banswara,piped_standpost,solar_pv,gram_panchayat,15.9,65.9,26.4,0.64,657.0,24,110,0.161,1216.0,0.68,274.0,16.6,,123,1,1,2,0.5,92.3,9.9,1,0
WP-010306,Churu,piped_standpost,grid_electric,gram_panchayat,9.1,96.1,52.1,1.17,324.0,25,121,0.215,1661.0,1.06,666.0,47.2,4.3,126,0,0,1,8.0,91.0,8.68,9,1
WP-010307,Pali,submersible_borewell,solar_pv,unmanaged,14.7,75.7,37.3,0.72,390.0,46,251,0.39,1254.0,1.66,431.0,25.1,3.6,22,0,0,0,11.9,97.6,6.68,11,0
WP-010308,Bikaner,handpump_mk3,handpump,gram_panchayat,17.5,87.6,28.6,0.55,224.0,10,46,0.176,1702.0,0.65,381.0,12.1,7.5,138,1,1,2,0.5,85.5,7.55,7,0
WP-010309,Jaisalmer,spring_box,gravity,village_water_committee,17.5,6.1,2.4,1.64,171.0,21,112,0.621,1122.0,0.49,330.0,15.9,4.0,115,0,0,1,1.0,94.2,9.42,5,0
WP-010310,Barmer,spring_box,gravity,unmanaged,3.6,3.2,1.0,1.43,208.0,56,256,1.508,1626.0,1.53,326.0,13.5,6.5,161,0,0,6,0.5,71.1,7.58,7,0
WP-010311,Nagaur,submersible_borewell,grid_electric,village_water_committee,4.2,41.9,15.7,1.42,330.0,22,115,0.231,1277.0,1.43,294.0,22.9,5.3,74,1,1,0,1.4,98.1,5.23,4,0
WP-010312,Barmer,piped_standpost,grid_electric,private_operator,19.4,65.3,36.4,0.48,201.0,48,325,0.638,1405.0,0.58,497.0,70.9,1.7,309,1,0,5,33.5,,8.92,4,1
WP-010313,Churu,piped_standpost,solar_pv,village_water_committee,8.2,53.3,35.2,1.38,69.0,37,205,0.31,1266.0,1.36,255.0,9.5,6.6,55,0,0,2,0.5,100.0,,5,0
WP-010314,Jodhpur,spring_box,gravity,private_operator,8.6,5.3,2.4,1.37,161.0,46,214,1.142,1292.0,0.39,542.0,10.5,6.7,326,1,1,4,0.5,78.6,8.46,1,0
WP-010315,Jhunjhunu,handpump_india_mk2,handpump,unmanaged,10.4,74.9,30.4,1.04,419.0,24,175,0.937,1377.0,2.31,320.0,4.2,7.1,171,0,1,3,0.5,94.2,8.43,9,0
WP-010316,Pali,spring_box,gravity,village_water_committee,7.0,6.2,2.9,0.9,242.0,11,67,0.333,2043.0,1.81,841.0,21.6,5.3,239,1,1,6,8.3,77.0,5.57,4,0
WP-010317,Jodhpur,submersible_borewell,grid_electric,gram_panchayat,20.6,92.7,54.3,0.82,185.0,25,146,0.265,1193.0,0.52,498.0,19.5,5.3,131,0,1,2,4.6,90.8,6.64,8,0
WP-010318,Churu,submersible_borewell,solar_pv,gram_panchayat,9.6,99.8,61.5,1.21,402.0,39,202,0.411,1369.0,2.43,493.0,15.0,7.8,363,1,0,4,1.3,71.5,9.02,4,0
WP-010319,Barmer,handpump_mk3,handpump,village_water_committee,13.8,111.2,55.2,1.04,60.0,57,337,2.074,2237.0,1.23,598.0,6.0,6.5,64,1,1,8,0.5,64.8,10.0,1,1
WP-010320,Jodhpur,handpump_india_mk2,handpump,gram_panchayat,5.9,99.5,39.9,1.28,161.0,16,93,0.348,1448.0,0.28,425.0,15.1,6.6,277,0,0,3,3.0,82.7,7.89,9,1
WP-010321,Banswara,piped_standpost,grid_electric,gram_panchayat,6.5,68.0,27.8,0.36,635.0,23,107,0.177,891.0,2.04,213.0,39.6,3.0,125,0,0,1,14.4,92.9,5.26,12,0
WP-010322,Banswara,submersible_borewell,solar_pv,village_water_committee,4.1,78.7,35.8,0.43,456.0,22,134,0.214,1560.0,0.36,383.0,32.4,6.2,297,1,1,0,9.3,100.0,5.66,3,0
WP-010323,Churu,handpump_india_mk2,handpump,village_water_committee,12.7,116.6,48.4,0.73,295.0,79,471,1.417,1974.0,0.7,634.0,27.2,4.1,77,1,1,2,8.6,85.4,8.98,1,1
WP-010324,Banswara,submersible_borewell,grid_electric,private_operator,7.3,53.7,12.2,0.51,211.0,26,138,0.244,801.0,0.22,214.0,20.7,5.1,97,1,1,1,5.2,96.2,6.15,1,0
WP-010325,Jhunjhunu,handpump_india_mk2,handpump,gram_panchayat,12.7,97.4,62.8,0.86,517.0,34,168,0.762,546.0,0.8,236.0,19.0,6.2,267,1,1,3,0.5,79.6,8.72,3,1
WP-010326,Jaisalmer,handpump_mk3,handpump,village_water_committee,11.9,86.7,69.8,1.66,328.0,32,202,0.882,1596.0,1.77,700.0,25.4,8.6,59,0,0,0,0.5,90.6,7.39,11,0
WP-010327,Udaipur,submersible_borewell,grid_electric,unmanaged,3.8,47.0,23.2,0.61,531.0,7,35,0.056,1052.0,0.14,337.0,5.0,5.5,217,0,0,1,0.5,96.3,4.23,9,0
WP-010328,Nagaur,submersible_borewell,solar_pv,unmanaged,6.7,108.0,71.9,0.04,176.0,34,183,0.271,1960.0,2.59,531.0,5.6,5.1,540,0,0,2,0.5,93.3,8.79,12,0
WP-010329,Pali,handpump_india_mk2,handpump,unmanaged,3.4,75.6,54.9,1.72,584.0,26,119,0.478,1876.0,0.35,600.0,19.5,10.0,66,0,0,0,0.5,100.0,5.53,12,0
WP-010330,Pali,handpump_india_mk2,handpump,gram_panchayat,3.8,47.3,16.4,0.67,679.0,14,64,0.344,760.0,,168.0,26.6,6.6,79,0,0,1,2.8,84.6,5.88,8,0
WP-010331,Jodhpur,handpump_india_mk2,handpump,village_water_committee,3.2,65.2,24.7,0.48,517.0,107,711,3.2,2127.0,1.36,725.0,20.3,,43,1,0,0,0.5,87.9,10.0,4,0
WP-010332,Ajmer,submersible_borewell,grid_electric,village_water_committee,4.3,54.6,28.4,1.12,552.0,71,453,0.898,836.0,0.09,294.0,39.3,5.5,103,1,0,0,9.9,90.3,8.49,2,0
WP-010333,Jhunjhunu,spring_box,gravity,unmanaged,4.9,2.9,2.1,1.14,413.0,34,210,1.416,1649.0,0.26,343.0,23.4,5.7,351,0,0,0,3.1,90.0,6.41,9,0
WP-010334,Nagaur,piped_standpost,solar_pv,unmanaged,28.2,90.1,50.5,0.88,275.0,31,173,0.317,1645.0,0.15,544.0,4.7,7.5,49,0,0,5,0.5,80.2,8.1,6,1
WP-010335,Jodhpur,piped_standpost,solar_pv,private_operator,6.2,70.6,53.6,0.63,473.0,73,321,0.351,1902.0,0.05,462.0,27.4,8.8,226,1,0,2,4.3,93.5,6.09,1,0
WP-010336,Ajmer,handpump_india_mk2,handpump,gram_panchayat,13.2,62.5,41.5,0.84,424.0,57,322,1.471,1547.0,1.64,377.0,9.8,6.1,119,1,0,7,0.5,70.3,9.93,1,1
